datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_6am_t2m,era5_6am_evabs,era5_6am_evavt,era5_6am_lai_lv,era5_6am_ro,era5_6am_es,era5_6am_smlt,era5_6am_stl1,era5_6am_ssro,era5_6am_sp,era5_6am_sro,era5_6am_e,era5_6am_tp,era5_6am_swvl1,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
3/23/2017,07SB013,3/23/2017,,,0,4,-9,-2.5,20.5,0,0,0,0,0,,,,,,,,,,,,,,,,,256.8291065,-3.85E-05,1.16E-05,0.079752748,-2.32E-05,5.25E-07,-1.86E-09,271.1019442,1299956.407,-6.17E-05,3.76E-07
3/24/2017,07SB013,3/24/2017,,,0,2,-7,-2.5,20.5,0,0,0,0,0,,,,,,,,,,,,,,,,,260.6092199,-1.04E-05,1.16E-05,0.080328517,-1.31E-05,0.000820077,-1.86E-09,271.1240401,792769.8806,-2.36E-05,0.000820938
3/25/2017,07SB013,3/25/2017,,,0,13,-5,4,14,0,0,0,0,0,,,,,,,,,,,,,,,,,259.5298166,-1.27E-05,1.16E-05,0.080436991,1.60E-05,2.74E-05,-1.86E-09,271.1529493,1151795.222,6.93E-06,2.78E-05
3/26/2017,07SB013,3/26/2017,,,0,7,-3,2,16,0,0.2,0,0.2,0.2,,,,,,,,,,,,,,,,,264.5238315,-1.53E-05,1.16E-05,0.081186265,-1.88E-05,0.000973469,-1.86E-09,271.1837465,862238.434,-3.41E-05,0.000978442
3/27/2017,07SB013,3/27/2017,,,0,2,-2,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,261.8440775,-6.88E-05,1.16E-05,0.082715277,-6.50E-05,0.000578367,-1.86E-09,271.2399122,1213922.888,-0.000133753,0.000582397
3/28/2017,07SB013,3/28/2017,,,0,3,-2,0.5,17.5,0,0,0,0,0,,,,,,,,,,,,,,,,,265.3346186,-2.45E-05,1.16E-05,0.082662543,-9.52E-07,1.75E-05,-1.86E-09,271.2483499,1064796.033,-2.50E-05,2.02E-05
3/29/2017,07SB013,3/29/2017,,,0,12,-1,5.5,12.5,0,0,0,0,0,,,,,,,,,,,,,,,,,268.7797577,2.60E-05,1.16E-05,0.082732013,1.27E-05,0.000113201,-1.86E-09,271.307758,963982.5255,3.98E-05,0.000114552
3/30/2017,07SB013,3/30/2017,,,0,9,-2,3.5,14.5,0,0.2,0,0.2,0.2,,,,,,,,,,,,,,,,,272.3863648,1.49E-05,1.20E-05,0.084590272,-2.14E-05,0.002327953,-1.86E-09,271.38032,1021877.997,-6.59E-06,0.002469718
3/31/2017,07SB013,3/31/2017,,,0,6,-2,2,16,0,0,0,0,0,,,,,,,,,,,,,,,,,273.8672906,-4.43E-06,1.33E-05,0.085365913,5.96E-05,5.67E-07,-1.86E-09,271.4529015,1845641.978,5.56E-05,0.000367992
4/1/2017,07SB013,4/1/2017,,,0,10,-2,4,14,0,0,0,0,0,,,,,,,,,,,,,,,,,274.4765224,-1.83E-05,3.68E-05,0.084971842,-1.12E-05,1.86E-09,0.000179973,271.513775,2140253.795,-2.80E-05,1.97E-06
4/2/2017,07SB013,4/2/2017,,,0,12,1,6.5,11.5,0,0,0,0,0,,,,,,,,,,,,,,,,,271.8941656,-8.22E-05,1.15E-05,0.084080281,-0.000122369,4.99E-05,2.76E-07,271.5615439,1723136.179,-0.000204567,5.81E-05
4/3/2017,07SB013,4/3/2017,,,0,12,-2,5,13,0,0,0,0,0,,,,,,,,,,,,,,,,,271.548888,-7.38E-05,1.15E-05,0.084250985,-2.72E-05,0.000444897,-1.86E-09,271.5608126,1791477.341,-9.57E-05,0.000455953
4/4/2017,07SB013,4/4/2017,,,0,8,-3,2.5,15.5,0,0,0,0,0,,,,,,,,,,,,,,,,,268.8987001,-0.000207554,1.15E-05,0.085232369,-0.000166732,0.000794177,-1.86E-09,271.5891755,1421973.683,-0.000374323,0.000806868
4/5/2017,07SB013,4/5/2017,,,0,9,-4,2.5,15.5,0,0,0,0,0,,,,,,,,,,,,,,,,,272.4200467,-8.48E-05,1.15E-05,0.085079701,-7.09E-05,5.83E-05,-1.86E-09,271.596639,1679025.272,-0.000155749,6.16E-05
4/6/2017,07SB013,4/6/2017,,,0,13,-3,5,13,0,0,0,0,0,,,,,,,,,,,,,,,,,273.9033298,-4.69E-05,2.22E-05,0.084623602,-9.06E-05,7.35E-07,0.000181195,271.6554608,2238258.945,-0.000137753,0.000426701
4/7/2017,07SB013,4/7/2017,,,0,20,1,10.5,7.5,0,0,0,0,0,,,,,,,,,,,,,,,,,265.1783202,-0.000313108,1.40E-05,0.081617282,-0.000305017,2.11E-05,0.000120957,271.6681007,2027654.249,-0.000618198,2.38E-05
4/8/2017,07SB013,4/8/2017,,,0,16,6,11,7,0,0,0,0,0,,,,,,,,,,,,,,,,,259.5753215,-0.000321273,1.14E-05,0.081161462,-0.00022624,4.50E-05,-1.86E-09,271.5187732,2393357.784,-0.000547602,4.58E-05
4/9/2017,07SB013,4/9/2017,,,0,2,-5,-1.5,19.5,0,0,0,0,0,,,,,,,,,,,,,,,,,263.3633861,-5.90E-05,1.14E-05,0.08088727,-8.46E-05,1.86E-09,-1.86E-09,271.3805917,2592342.954,-0.000143621,0
4/10/2017,07SB013,4/10/2017,,,0,6,-7,-0.5,18.5,0,0,0,0,0,,,,,,,,,,,,,,,,,265.8105398,-3.24E-05,1.14E-05,0.080777225,-0.000126342,0.00028548,-1.86E-09,271.4082553,2714405.765,-0.000158678,0.000287137
4/11/2017,07SB013,4/11/2017,,,0,13,-5,4,14,0,0,0,0,0,,,,,,,,,,,,,,,,,263.8022132,-0.000120034,1.12E-05,0.080410887,-7.80E-05,1.86E-09,-1.86E-09,271.3344396,3146465.742,-0.000198023,0
4/12/2017,07SB013,4/12/2017,,,0,14,-3,5.5,12.5,0,0,0,0,0,,,,,,,,,,,,,,,,,265.2003221,-2.96E-05,1.12E-05,0.080150565,-7.02E-05,1.86E-09,-1.86E-09,271.2724536,3149340.189,-9.97E-05,9.39E-07
4/13/2017,07SB013,4/13/2017,,,0,15,0,7.5,10.5,0,5.8,0,5.8,5.8,,,,,,,,,,,,,,,,,269.4490569,-1.02E-05,1.12E-05,0.079806494,-0.000106293,1.86E-09,-1.86E-09,271.2956422,3234960.42,-0.000116427,9.39E-07
4/14/2017,07SB013,4/14/2017,,,0,12,3,7.5,10.5,0,0.4,0,0.4,0.4,,,,,,,,,,,,,,,,,266.334528,-6.45E-05,1.12E-05,0.079370619,-0.000196528,1.86E-09,-1.86E-09,271.3501579,3198254.839,-0.000261046,1.88E-06
4/15/2017,07SB013,4/15/2017,,,0,12,-1,5.5,12.5,0,0,0,0,0,,,,,,,,,,,,,,,,,268.5720524,2.69E-06,1.12E-05,0.078985496,-0.000117516,5.25E-07,-1.86E-09,271.4207004,2576299.147,-0.00011485,9.39E-07
4/16/2017,07SB013,4/16/2017,,,0,-4,-5,-4.5,22.5,0,0,0,0,0,,,,,,,,,,,,,,,,,266.3858931,-0.000114199,1.12E-05,0.078664856,-0.000166037,0.000101709,-1.86E-09,271.4259427,2264459.973,-0.000280775,0.000105751
4/17/2017,07SB013,4/17/2017,,,0,6,-7,-0.5,18.5,0,0,0,0,0,,,,,,,,,,,,,,,,,257.9747761,-0.000332727,1.12E-05,0.078200906,-0.000247981,6.19E-05,-1.86E-09,271.2214096,3308861.832,-0.000580597,6.42E-05
4/18/2017,07SB013,4/18/2017,,,0,11,-5,3,15,0,0,0,0,0,,,,,,,,,,,,,,,,,261.7512832,-3.96E-05,1.12E-05,0.077900486,-0.00010321,1.71E-05,-1.86E-09,271.0736643,3312941.83,-0.000142053,2.14E-05
4/19/2017,07SB013,4/19/2017,,,0,12,1,6.5,11.5,0,15.2,0,15.2,15.2,,,,,,,,,,,,,,,,,267.1836956,-1.01E-05,1.12E-05,0.077543505,-0.00011162,4.24E-06,-1.86E-09,271.0836638,3525252.261,-0.000121284,4.95E-06
4/20/2017,07SB013,4/20/2017,,,0,13,3,8,10,0,0,0,0,0,,,,,,,,,,,,,,,,,261.8457098,-0.000113172,1.12E-05,0.077125662,-0.000207909,7.17E-05,-1.86E-09,271.0811462,3692492.153,-0.000320952,7.22E-05
4/21/2017,07SB013,4/21/2017,,,0,16,2,9,9,0,3.6,1,4.6,4.6,,,,,,,,,,,,,,,,,261.3575158,-0.000107876,1.12E-05,0.076807961,-0.00013993,4.16E-05,-1.86E-09,270.9060033,3766615.26,-0.00024768,4.34E-05
4/22/2017,07SB013,4/22/2017,,,0,4,0,2,16,0,0,0,0,0,,,,,,,,,,,,,,,,,260.0212355,-6.22E-05,1.12E-05,0.076676193,-0.000122278,9.60E-05,-1.86E-09,270.8116026,3989528.791,-0.000184545,9.63E-05
4/23/2017,07SB013,4/23/2017,,,0,6,-2,2,16,0,0,5,5,5,,,,,,,,,,,,,,,,,262.3158783,-1.10E-05,1.12E-05,0.076297492,-0.000119216,1.48E-07,-1.86E-09,270.749162,4195067.676,-0.0001295,9.39E-07
4/24/2017,07SB013,4/24/2017,,,0,-1,-3,-2,20,0,0,0.4,0.4,0.4,,,,,,,,,,,,,,,,,264.3542318,-5.77E-05,1.12E-05,0.075859428,-0.0001465,1.86E-09,-1.86E-09,270.7836661,4276999.157,-0.000204144,1.88E-06
4/25/2017,07SB013,4/25/2017,,,0,4,-7,-1.5,19.5,0,0,0,0,0,,,,,,,,,,,,,,,,,268.9901456,-1.01E-06,1.12E-05,0.075304694,-0.000221542,1.86E-09,-1.86E-09,270.9293995,4256163.629,-0.000222685,9.39E-07
4/26/2017,07SB013,4/26/2017,,,0,8,-6,1,17,0,0,0,0,0,,,,,,,,,,,,,,,,,273.3599041,-3.60E-05,9.77E-05,0.074372831,-0.000361682,1.86E-09,9.04E-05,271.2801077,4193144.414,-0.000397788,0
4/27/2017,07SB013,4/27/2017,,,0,10,-5,2.5,15.5,0,0,0,0,0,,,,,,,,,,,,,,,,,277.030171,-2.51E-05,0.000724223,0.067903119,-5.39E-05,1.86E-09,0.001831045,271.4325253,4644730.055,-7.89E-05,9.39E-07
4/28/2017,07SB013,4/28/2017,,,0,14,-4,5,13,0,0.6,0,0.6,0.6,,,,,,,,,,,,,,,,,271.1987822,-0.000282199,0.000104479,0.060332912,-0.000412342,6.98E-05,0.000481009,271.4817607,3840868.996,-0.000694486,0.000103762
4/29/2017,07SB013,4/29/2017,,,0,13,3,8,10,0,0.5,0,0.5,0.5,,,,,,,,,,,,,,,,,276.9271414,-6.96E-05,0.000431211,0.056449904,-0.000103201,1.86E-09,0.001566574,271.5507163,4731411.513,-0.000171777,2.93E-06
4/30/2017,07SB013,4/30/2017,,,0,18,4,11,7,0,0,0,0,0,,,,,,,,,,,,,,,,,271.3225373,-0.00012904,0.000163245,0.049580196,-0.000181423,0.000824017,0.000724919,271.6220205,2374489.893,-0.000310468,0.001170243
5/1/2017,07SB013,5/1/2017,,,0,14,7,10.5,7.5,0,2,0,2,2,,,,,,,,,,,,,,,,,272.787056,-0.00020051,1.21E-05,0.048534328,-0.000305044,2.44E-05,4.38E-05,271.6355533,3168843.455,-0.000505592,2.72E-05
5/2/2017,07SB013,5/2/2017,,,0,14,5,9.5,8.5,0,0,0,0,0,,,,,,,,,,,,,,,,,271.7679339,-0.000187567,1.64E-05,0.04458446,-0.000301686,4.97E-06,0.000215716,271.6414656,3863823.416,-0.000488994,5.18E-06
5/3/2017,07SB013,5/3/2017,,,0,17,4,10.5,7.5,0,0,0,0,0,,,,,,,,,,,,,,,,,275.9286806,-0.000205274,2.76E-05,0.041919882,-0.000393832,1.73E-05,0.000512041,271.7628143,4598049.381,-0.000604723,2.21E-05
5/4/2017,07SB013,5/4/2017,,,0,22,3,12.5,5.5,0,0,0,0,0,,,,,,,,,,,,,,,,,276.801925,-9.28E-06,0.000599693,0.032467854,-0.000141234,3.58E-07,0.004064563,272.0384213,3921250.847,-0.000186166,0.001394648
5/5/2017,07SB013,5/5/2017,,,0,26,6,16,2,0,0,0,0,0,,,,,,,,,,,,,,,,,279.1809363,4.43E-06,0.000510464,0.023731167,-4.41E-05,1.86E-09,0.003033725,272.4602302,5494141.109,-0.000127436,0
5/6/2017,07SB013,5/6/2017,,,0,22,9,15.5,2.5,0,0,0,0,0,,,,,,,,,,,,,,,,,276.4185846,4.26E-05,0.000346075,0.013548088,-0.000134799,1.86E-09,0.003915225,273.2814795,2712032.645,-0.000270277,0.00089151
5/7/2017,07SB013,5/7/2017,,,0,22,7,14.5,3.5,0,1.5,0,1.5,1.5,,,,,,,,,,,,,,,,,276.3870122,0.000215763,0.000691473,0.008552535,0.000121313,1.86E-09,0.002890278,273.5259352,2268184.078,0.000211831,0.005780752
5/8/2017,07SB013,5/8/2017,,,0.001,13,8,10.5,7.5,0,0,0,0,0,,,,,,,,,,,,,,,,,277.6130365,-5.24E-05,5.42E-05,0.007478401,-9.28E-05,0.001150156,0.000988676,274.6241,6053808.025,-0.000607184,0.002142619
5/9/2017,07SB013,5/9/2017,,,0.012,15,4,9.5,8.5,0,0,0,0,0,,,,,,,,,,,,,,,,,280.7585675,-0.000101424,3.89E-05,0.004387673,-9.43E-05,1.86E-09,0.001067943,276.8658451,7083036.368,-0.000609742,9.39E-07
5/10/2017,07SB013,5/10/2017,,,0.04,14,3,8.5,9.5,0,0,0,0,0,,,,,,,,,,,,,,,,,278.9736282,1.41E-05,3.39E-05,0.002078599,-2.78E-05,1.86E-09,0.000883275,277.7304684,8040406.294,-0.000479971,1.31E-06
5/11/2017,07SB013,5/11/2017,,,0.071,18,1,9.5,8.5,0,0,0,0,0,,,,,,,,,,,,,,,,,278.5593483,-3.92E-05,1.86E-05,0.00115508,-1.20E-05,1.86E-09,0.000292805,277.8916391,8038947.431,-0.000507165,1.88E-06
5/12/2017,07SB013,5/12/2017,,,0.103,16,1,8.5,9.5,0,0,0,0,0,,,,,,,,,,,,,,,,,278.8074791,-1.43E-05,1.59E-05,0.000650697,-5.43E-06,1.86E-09,0.0001902,278.5670361,6674342.423,-0.00044563,0
5/13/2017,07SB013,5/13/2017,,,0.141,18,5,11.5,6.5,0,1,0,1,1,,,,,,,,,,,,,,,,,279.9917192,-4.63E-05,1.38E-05,0.000362508,-6.01E-06,1.86E-09,9.46E-05,279.2653117,9226008.529,-0.000609483,9.39E-07
5/14/2017,07SB013,5/14/2017,,,0.184,21,7,14,4,0,0,0,0,0,,,,,,,,,,,,,,,,,280.0991714,1.49E-05,1.34E-05,0.000181628,-2.63E-06,1.86E-09,7.30E-05,279.3334328,8660123.381,-0.00052344,0
5/15/2017,07SB013,5/15/2017,,,0.234,19,3,11,7,0,2,0,2,2,,,,,,,,,,,,,,,,,280.6973568,1.15E-05,1.29E-05,8.22E-05,-1.24E-06,1.86E-09,4.24E-05,280.4943713,9500546.833,-0.000652784,0
5/16/2017,07SB013,5/16/2017,,,0.295,19,5,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,280.8771979,6.05E-06,1.25E-05,4.40E-05,-2.22E-07,1.86E-09,1.27E-05,280.6813492,9651733.83,-0.000601992,0
5/17/2017,07SB013,5/17/2017,,,0.373,10,3,6.5,11.5,0,0,0,0,0,,,,,,,,,,,,,,,,,280.8444274,-1.56E-05,1.24E-05,2.34E-05,-1.65E-07,1.86E-09,6.66E-06,280.7320195,9709325.098,-0.000634585,0
5/18/2017,07SB013,5/18/2017,,,0.461,15,-3,6,12,0,0,0,0,0,,,,,,,,,,,,,,,,,282.8176862,-5.38E-05,1.27E-05,1.28E-05,-2.21E-07,1.86E-09,4.21E-06,281.7708734,9939985.951,-0.000845204,2.81E-06
5/19/2017,07SB013,5/19/2017,,,0.562,19,1,10,8,0,0,0,0,0,,,,,,,,,,,,,,,,,283.7464497,-2.87E-05,1.27E-05,6.21E-06,-7.41E-08,1.86E-09,2.68E-06,282.5512847,9964295.144,-0.000858573,1.58E-06
5/20/2017,07SB013,5/20/2017,,,0.679,21,3,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,286.1206996,1.58E-05,1.34E-05,3.62E-06,-8.73E-11,1.86E-09,1.39E-06,283.9245929,8524277.995,-0.000641872,7.06E-05
5/21/2017,07SB013,5/21/2017,,,0.802,22,3,12.5,5.5,0,0,0,0,0,,,,,,,,,,,,,,,,,283.6856687,5.75E-05,1.31E-05,6.14E-07,-8.73E-11,1.86E-09,6.36E-07,283.3379543,9605298.523,-0.00058052,1.65E-05
5/22/2017,07SB013,5/22/2017,,,0.902,20,4,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,282.383007,0.00014165,1.74E-05,0,-8.73E-11,1.86E-09,3.27E-07,280.9644276,5387285.529,-0.000591387,0.000550877
5/23/2017,07SB013,5/23/2017,,,0.992,22,3,12.5,5.5,0,0,0,0,0,,,,,,,,,,,,,,,,,289.3031094,5.79E-06,1.33E-05,0,-8.73E-11,1.86E-09,9.07E-08,285.408772,10259584.35,-0.000954148,5.37E-06
5/24/2017,07SB013,5/24/2017,,,1.07,21,10,15.5,2.5,0,3.2,0,3.2,3.2,,,,,,,,,,,,,,,,,284.5336739,9.52E-05,1.37E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.1576387,9624090.848,-0.000663691,3.36E-05
5/25/2017,07SB013,5/25/2017,,,1.11,16,10,13,5,0,1.6,0,1.6,1.6,,,,,,,,,,,,,,,,,279.0776478,-8.17E-06,1.37E-05,0,-8.73E-11,1.86E-09,-1.86E-09,279.6569906,6654979.721,-0.000555982,3.17E-05
5/26/2017,07SB013,5/26/2017,,,1.12,16,9,12.5,5.5,0,0,0,0,0,,,,,,,,,,,,,,,,,281.8489423,3.26E-05,1.36E-05,0,-8.73E-11,1.86E-09,-1.86E-09,282.0094399,7075559.238,-0.000432967,1.42E-05
5/27/2017,07SB013,5/27/2017,,,1.12,19,5,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,279.7916587,5.95E-05,4.03E-05,0,-8.73E-11,1.86E-09,-1.86E-09,278.6255129,4524288.629,-0.000408915,0.00321637
5/28/2017,07SB013,5/28/2017,,,1.11,15,7,11,7,0,6.9,0,6.9,6.9,,,,,,,,,,,,,,,,,283.5777344,-0.000119549,1.39E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.2242415,10526576.19,-0.000860309,0
5/29/2017,07SB013,5/29/2017,,,1.08,15,8,11.5,6.5,0,0,0,0,0,,,,,,,,,,,,,,,,,283.9198835,-0.000115681,1.40E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.2196234,10126143.83,-0.001047815,9.39E-07
5/30/2017,07SB013,5/30/2017,,,1.03,19,6,12.5,5.5,0,0,0,0,0,,,,,,,,,,,,,,,,,287.2919403,5.05E-06,1.42E-05,0,-8.73E-11,1.86E-09,-1.86E-09,284.7826674,10955460.07,-0.001018255,0
5/31/2017,07SB013,5/31/2017,,,1.02,24,5,14.5,3.5,0,0,0,0,0,,,,,,,,,,,,,,,,,290.3240859,-1.53E-05,1.99E-05,0,-8.73E-11,1.86E-09,-1.86E-09,286.7544377,10511722.05,-0.001221509,0.000875051
6/1/2017,07SB013,6/1/2017,,,1,31,6,18.5,0,0.5,0,0,0,0,,,,,,,,,,,,,,,,,285.3086543,0.000107733,2.74E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.0046821,4750104.62,-0.000686523,0.00193547
6/2/2017,07SB013,6/2/2017,,,0.975,29,15,22,0,4,0,0,0,0,,,,,,,,,,,,,,,,,284.5745765,2.78E-05,1.49E-05,0,-8.73E-11,1.86E-09,-1.86E-09,284.746566,8047809.183,-0.000497649,5.42E-05
6/3/2017,07SB013,6/3/2017,,,0.937,26,13,19.5,0,1.5,0,0,0,0,,,,,,,,,,,,,,,,,282.8302006,0.000235851,1.49E-05,0,-8.73E-11,1.86E-09,-1.86E-09,282.9576834,6633371.029,-0.000185923,4.86E-05
6/4/2017,07SB013,6/4/2017,,,0.885,27,8,17.5,0.5,0,0,0,0,0,,,,,,,,,,,,,,,,,283.9713826,5.36E-05,2.17E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.1718635,7105920.504,-0.000514024,0.001063342
6/5/2017,07SB013,6/5/2017,,,0.833,30,13,21.5,0,3.5,0,0,0,0,,,,,,,,,,,,,,,,,282.8320831,6.78E-05,1.52E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.6501455,9200869.972,-0.00047713,4.61E-05
6/6/2017,07SB013,6/6/2017,,,0.776,17,14,15.5,2.5,0,0,0,0,0,,,,,,,,,,,,,,,,,285.0156578,1.52E-06,1.49E-05,0,-8.73E-11,1.86E-09,-1.86E-09,284.8964471,10310298.45,-0.000676791,9.39E-07
6/7/2017,07SB013,6/7/2017,,,0.719,25,7,16,2,0,0,0,0,0,,,,,,,,,,,,,,,,,285.4660947,-3.59E-06,1.52E-05,0,-8.73E-11,1.86E-09,-1.86E-09,285.8953737,11886436.76,-0.00079241,9.39E-07
6/8/2017,07SB013,6/8/2017,,,0.656,28,9,18.5,0,0.5,0,0,0,0,,,,,,,,,,,,,,,,,287.1563856,-0.000144845,1.55E-05,0,-8.73E-11,1.86E-09,-1.86E-09,285.5750418,10413299.54,-0.00098153,2.60E-05
6/9/2017,07SB013,6/9/2017,,,0.607,24,12,18,0,0,2.9,0,2.9,2.9,,,,,,,,,,,,,,,,,282.0911324,-1.57E-05,1.57E-05,0,-8.73E-11,1.86E-09,-1.86E-09,284.5213845,11982013.27,-0.000658747,6.29E-05
6/10/2017,07SB013,6/10/2017,,,0.575,23,13,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,280.061368,-5.39E-05,2.53E-05,0,-8.73E-11,1.86E-09,-1.86E-09,281.3735622,4681070.406,-0.00048649,0.001622982
6/11/2017,07SB013,6/11/2017,,,0.542,20,7,13.5,4.5,0,0,0,0,0,,,,,,,,,,,,,,,,,279.1964823,-0.000489654,1.75E-05,0,-8.73E-11,1.86E-09,-1.86E-09,280.7763492,9397425.658,-0.001281953,0.000319185
6/12/2017,07SB013,6/12/2017,,,0.498,23,6,14.5,3.5,0,0,0,0,0,,,,,,,,,,,,,,,,,281.8296443,-0.000273315,1.57E-05,0,-8.73E-11,1.86E-09,-1.86E-09,281.5856092,7590161.305,-0.000800195,1.20E-05
6/13/2017,07SB013,6/13/2017,,,0.462,21,11,16,2,0,22.8,0,22.8,22.8,,,,,,,,,,,,,,,,,280.795549,-2.53E-05,4.64E-05,0,-8.73E-11,1.86E-09,-1.86E-09,280.4071352,4053696.336,-0.000653122,0.004387354
6/14/2017,07SB013,6/14/2017,,,0.428,12,11,11.5,6.5,0,13.2,0,13.2,13.2,,,,,,,,,,,,,,,,,282.8480542,-0.000328263,1.59E-05,0,-8.73E-11,1.86E-09,-1.86E-09,284.1409602,12650745.08,-0.00125519,0
6/15/2017,07SB013,6/15/2017,,,0.394,16,11,13.5,4.5,0,0.4,0,0.4,0.4,,,,,,,,,,,,,,,,,284.8189932,-0.000236223,1.61E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.9303257,10490819.82,-0.001057407,9.39E-07
6/16/2017,07SB013,6/16/2017,,,0.365,17,11,14,4,0,0,0,0,0,,,,,,,,,,,,,,,,,284.497084,3.76E-05,2.55E-05,0,-8.73E-11,1.86E-09,-1.86E-09,283.4406084,4959538.465,-0.000530056,0.001602021
6/17/2017,07SB013,6/17/2017,,,0.343,18,9,13.5,4.5,0,0.4,0,0.4,0.4,,,,,,,,,,,,,,,,,284.7125581,-5.70E-07,1.91E-05,0,-8.73E-11,1.86E-09,-1.86E-09,285.3899247,8543713.909,-0.000725203,0.000450889
6/18/2017,07SB013,6/18/2017,,,0.32,18,11,14.5,3.5,0,4.2,0,4.2,4.2,,,,,,,,,,,,,,,,,287.6730233,-0.000165166,1.62E-05,0,-8.73E-11,1.86E-09,-1.86E-09,287.6968002,12827843.92,-0.001092004,0
6/19/2017,07SB013,6/19/2017,,,0.296,20,7,13.5,4.5,0,0,0,0,0,,,,,,,,,,,,,,,,,288.6948799,-7.62E-05,1.68E-05,0,-8.73E-11,1.86E-09,-1.86E-09,289.0960334,12100224.47,-0.000883282,7.56E-05
6/20/2017,07SB013,6/20/2017,,,0.268,23,7,15,3,0,0.6,0,0.6,0.6,,,,,,,,,,,,,,,,,288.6030793,-0.000130226,1.71E-05,0,-8.73E-11,1.86E-09,-1.86E-09,289.4775518,11777210.65,-0.000957141,0.000146711
6/21/2017,07SB013,6/21/2017,,,0.232,21,13,17,1,0,0,0,0,0,,,,,,,,,,,,,,,,,285.223025,-0.00035168,1.66E-05,0,-8.73E-11,1.86E-09,-1.86E-09,286.422204,9373113.224,-0.001032745,1.29E-05
6/22/2017,07SB013,6/22/2017,,,0.212,16,11,13.5,4.5,0,3,0,3,3,,,,,,,,,,,,,,,,,284.5874764,-0.000518752,1.66E-05,0,-8.73E-11,1.86E-09,-1.86E-09,288.4769283,12781650.85,-0.001244658,9.39E-07
6/23/2017,07SB013,6/23/2017,,,0.19,14,7,10.5,7.5,0,0.6,0,0.6,0.6,,,,,,,,,,,,,,,,,289.8753687,-0.000328077,1.68E-05,0,-8.73E-11,1.86E-09,-1.86E-09,290.2433392,12005655.99,-0.001126232,2.24E-05
6/24/2017,07SB013,6/24/2017,,,0.173,16,6,11,7,0,0,0,0,0,,,,,,,,,,,,,,,,,290.21106,-0.000443289,1.67E-05,0,-8.73E-11,1.86E-09,-1.86E-09,291.0899398,11352483.25,-0.00115857,9.39E-07
6/25/2017,07SB013,6/25/2017,,,0.153,19,5,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,290.997779,-0.000575365,1.67E-05,0,-8.73E-11,1.86E-09,-1.86E-09,291.4642375,13266360.97,-0.001414435,0
6/26/2017,07SB013,6/26/2017,,,0.134,23,5,14,4,0,0,0,0,0,,,,,,,,,,,,,,,,,294.3517117,-0.000732637,1.67E-05,0,-8.73E-11,1.86E-09,-1.86E-09,292.487696,12711438.87,-0.001692471,9.39E-07
6/27/2017,07SB013,6/27/2017,,,0.122,26,13,19.5,0,1.5,0,0,0,0,,,,,,,,,,,,,,,,,290.1654723,-0.00045219,2.26E-05,0,-8.73E-11,1.86E-09,-1.86E-09,289.5107001,5367186.911,-0.001205152,0.0011417
6/28/2017,07SB013,6/28/2017,,,0.11,24,9,16.5,1.5,0,0,0,0,0,,,,,,,,,,,,,,,,,291.1533343,-0.000692022,1.67E-05,0,-8.73E-11,1.86E-09,-1.86E-09,292.5586108,11391038.55,-0.001493714,9.39E-07
6/29/2017,07SB013,6/29/2017,,,0.099,19,12,15.5,2.5,0,0.7,0,0.7,0.7,,,,,,,,,,,,,,,,,291.6152414,-0.00035847,1.71E-05,0,-8.73E-11,1.86E-09,-1.86E-09,293.9420025,8398256.385,-0.000932261,8.56E-05
6/30/2017,07SB013,6/30/2017,,,0.089,22,7,14.5,3.5,0,4.8,0,4.8,4.8,,,,,,,,,,,,,,,,,291.459023,-0.000630676,1.71E-05,0,-8.73E-11,1.86E-09,-1.86E-09,293.1595979,10759323.86,-0.001305733,7.16E-05
7/1/2017,07SB013,7/1/2017,,,0.079,21,9,15,3,0,0,0,0,0,,,,,,,,,,,,,,,,,290.7202479,-0.000671835,1.75E-05,0,-8.73E-11,1.86E-09,-1.86E-09,291.359454,7798173.284,-0.001230676,0.000158421
